FL_DATE,OP_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,AIR_TIME,DISTANCE
2023-07-14,UA,JFK,ORD,1255,1255,11.0,19,1653,1653,9.0,0,0,238.0,210.0,1553.0
2023-04-07,DL,SFO,JFK,915,915,410.0,28,1307,1307,421.0,0,0,232.0,199.0,1557.0
2023-12-09,B6,DEN,JFK,1000,1000,88.0,25,1345,1345,72.0,0,0,225.0,192.0,1484.0
2023-03-27,NK,ATL,MCO,1800,1800,-2.0,16,2201,2201,9.0,0,0,241.0,218.0,1523.0
2023-01-10,UA,DFW,ORD,1615,1615,63.0,29,1851,1851,67.0,0,0,156.0,116.0,859.0
2023-11-16,UA,LAS,IAH,900,900,6.0,17,1312,1312,13.0,0,0,252.0,226.0,1728.0
2023-04-08,WN,SFO,PHX,1820,1820,-16.0,22,2351,2351,-12.0,0,0,331.0,298.0,2452.0
2023-09-09,AA,DFW,DEN,1430,1430,13.0,8,1642,1642,6.0,0,0,132.0,117.0,786.0
2023-02-15,AA,DFW,PHX,2100,2100,1.0,14,2338,2338,9.0,0,0,158.0,140.0,782.0
2023-09-05,AA,SEA,DEN,2150,2150,-7.0,16,405,405,-8.0,0,0,375.0,350.0,2641.0
2023-11-05,B6,IAH,SEA,2145,2145,19.0,21,256,256,3.0,0,0,311.0,279.0,2028.0
2023-04-22,WN,IAH,LAX,630,630,17.0,24,1209,1209,22.0,0,0,339.0,309.0,2500.0
2023-04-05,B6,ATL,SEA,630,630,4.0,17,1046,1046,2.0,0,0,256.0,230.0,1606.0
2023-10-07,WN,LAS,SEA,1115,1115,-1.0,30,1654,1654,-8.0,0,0,339.0,302.0,2353.0
2023-01-12,NK,DEN,JFK,935,935,14.0,30,1302,1302,10.0,0,0,207.0,172.0,1288.0
2023-10-15,WN,ATL,IAH,1915,1915,13.0,33,2102,2102,17.0,0,0,107.0,63.0,525.0
2023-05-05,F9,JFK,SFO,910,910,224.0,31,1232,1232,217.0,0,0,202.0,164.0,1314.0
2023-08-01,DL,SFO,CLT,2045,2045,9.0,34,250,250,15.0,0,0,365.0,320.0,2540.0
2023-06-04,B6,MCO,DEN,1850,1850,2.0,29,2028,2028,1.0,0,0,98.0,65.0,434.0
2023-03-28,UA,EWR,SEA,710,710,7.0,10,1153,1153,-2.0,0,0,283.0,265.0,1945.0
2023-07-12,WN,JFK,ORD,1735,1735,-9.0,32,2044,2044,-12.0,0,0,189.0,150.0,1157.0
2023-11-24,UA,PHX,SEA,2205,2205,21.0,17,2330,2330,21.0,0,0,85.0,60.0,416.0
2023-07-14,DL,SEA,PHX,505,505,-4.0,18,1035,1035,-3.0,0,0,330.0,304.0,2286.0
2023-10-20,UA,IAH,MIA,2020,2020,-1.0,10,2312,2312,7.0,0,0,172.0,154.0,1115.0
2023-05-27,WN,LAX,IAH,1450,1450,-0.0,32,1555,1555,7.0,0,0,65.0,26.0,196.0
2023-04-17,UA,MIA,SEA,920,920,-30.0,22,1354,1354,-19.0,0,0,274.0,244.0,1709.0
2023-03-26,WN,CLT,LAX,545,545,-15.0,33,809,809,-18.0,0,0,144.0,104.0,755.0
2023-03-27,AS,JFK,PHX,935,935,-2.0,31,1522,1522,6.0,0,0,347.0,312.0,
2023-06-12,AA,EWR,ATL,1455,1455,-23.0,9,2102,2102,-16.0,0,0,367.0,348.0,2738.0
2023-03-17,DL,IAH,PHX,1550,1550,69.0,29,1858,1858,67.0,0,0,188.0,148.0,1157.0
2023-08-08,WN,JFK,PHX,2155,2155,7.0,20,105,105,4.0,0,0,190.0,163.0,1210.0
2023-02-24,WN,JFK,ORD,1740,1740,27.0,22,2255,2255,18.0,0,0,315.0,286.0,2092.0
2023-05-03,UA,ATL,LAX,525,525,-7.0,28,745,745,-7.0,0,0,140.0,105.0,843.0
2023-07-09,NK,IAH,SEA,2145,2145,5.0,30,204,204,15.0,0,0,259.0,224.0,1624.0
2023-09-09,AA,MCO,ATL,1225,1225,-14.0,31,1557,1557,-10.0,0,0,212.0,173.0,1361.0
2023-07-13,WN,MCO,ATL,1655,1655,13.0,16,1829,1829,13.0,0,0,94.0,68.0,358.0
2023-10-15,AA,LAS,DFW,1700,1700,2.0,25,2111,2111,7.0,0,0,251.0,222.0,1785.0
2023-07-28,DL,SFO,MIA,715,715,9.0,27,933,933,3.0,0,0,138.0,101.0,691.0
2023-06-12,WN,DEN,SEA,1355,1355,-7.0,33,1748,1748,1.0,0,0,233.0,189.0,1483.0
2023-09-11,UA,DFW,SFO,1610,1610,-6.0,20,1810,1810,17.0,0,0,120.0,92.0,679.0
2023-10-12,WN,MCO,PHX,1530,1530,8.0,17,2056,2056,16.0,0,0,326.0,301.0,2312.0
2023-06-21,UA,EWR,SEA,1215,1215,26.0,20,1753,1753,19.0,0,0,338.0,310.0,2393.0
2023-02-14,DL,SFO,DEN,2115,2115,-4.0,22,348,348,1.0,0,0,393.0,361.0,2742.0
2023-01-25,DL,SFO,ORD,830,830,17.0,22,1308,1308,14.0,0,0,278.0,248.0,1922.0
2023-08-20,DL,DEN,MCO,1135,1135,113.0,28,1239,1239,124.0,0,0,64.0,31.0,258.0
2023-06-16,WN,DFW,SEA,1055,1055,-1.0,22,1714,1714,-1.0,0,0,379.0,352.0,2704.0
2023-09-22,WN,DFW,PHX,500,500,-11.0,9,1105,1105,-5.0,0,0,365.0,345.0,2680.0
2023-10-24,AS,CLT,LAS,540,540,-2.0,23,900,900,-8.0,0,0,200.0,167.0,1184.0
2023-11-28,WN,MIA,ATL,1835,1835,16.0,23,2252,2252,15.0,0,0,257.0,228.0,1593.0
2023-06-05,UA,CLT,LAS,1815,1815,-21.0,32,2202,2202,,0,0,227.0,187.0,1688.0
2023-04-24,WN,ATL,LAX,630,630,-20.0,12,751,751,-13.0,0,0,81.0,59.0,255.0
2023-09-24,AA,JFK,ATL,1435,1435,2.0,20,1946,1946,-1.0,0,0,311.0,283.0,
2023-01-18,UA,LAS,MIA,2200,2200,4.0,33,104,104,10.0,0,0,184.0,143.0,1032.0
2023-02-08,NK,LAS,MCO,755,755,-1.0,32,1232,1232,4.0,0,0,277.0,234.0,1767.0
2023-10-01,WN,DEN,IAH,2030,2030,-15.0,24,229,229,0.0,0,0,359.0,329.0,2624.0
2023-10-26,AA,MIA,SEA,1300,1300,-5.0,25,1931,1931,7.0,0,0,391.0,358.0,2704.0
2023-09-25,UA,ORD,EWR,1515,1515,-3.0,20,2028,2028,-6.0,0,0,313.0,285.0,2165.0
2023-11-26,AA,CLT,IAH,1240,1240,25.0,31,1405,1405,27.0,0,0,85.0,43.0,566.0
2023-04-18,DL,ATL,ORD,1930,1930,1.0,26,56,56,3.0,0,0,326.0,290.0,2316.0
2023-11-16,B6,DFW,SFO,535,535,13.0,19,819,819,18.0,0,0,164.0,137.0,962.0
2023-07-19,B6,LAX,IAH,1155,1155,-4.0,11,1813,1813,-10.0,0,0,378.0,360.0,2664.0
2023-12-06,AA,MCO,LAX,2045,2045,26.0,15,231,231,37.0,0,0,346.0,320.0,2464.0
2023-05-06,AA,MCO,JFK,505,505,-21.0,12,729,729,-6.0,0,0,144.0,125.0,814.0
2023-01-24,WN,CLT,JFK,855,855,5.0,18,1439,1439,1.0,0,0,344.0,319.0,2407.0
2023-06-04,AA,DFW,LAX,700,700,5.0,12,952,952,6.0,0,0,172.0,151.0,1077.0
2023-04-16,B6,MIA,ATL,1035,1035,-18.0,17,1424,1424,-15.0,0,0,229.0,207.0,1452.0
2023-12-28,AA,SEA,LAS,1905,1905,-14.0,24,132,132,-2.0,0,0,387.0,358.0,2674.0
2023-06-30,WN,ATL,LAX,1245,1245,-0.0,15,1532,1532,14.0,0,0,167.0,146.0,959.0
2023-02-19,B6,PHX,LAS,1610,1610,-3.0,21,2205,2205,16.0,0,0,355.0,325.0,2342.0
2023-10-20,DL,IAH,MIA,1440,1440,154.0,20,1715,1715,166.0,0,0,155.0,127.0,1028.0
2023-07-25,AS,ORD,DFW,630,630,-3.0,33,1250,1250,-1.0,0,0,380.0,339.0,2610.0
2023-01-29,WN,ATL,SFO,845,845,27.0,10,1242,1242,26.0,0,0,237.0,217.0,1562.0
2023-09-11,DL,DEN,SEA,2145,2145,-19.0,30,2335,2335,-11.0,0,0,110.0,69.0,577.0
2023-03-25,AA,DEN,JFK,1755,1755,-36.0,13,2215,2215,-10.0,0,0,260.0,240.0,1600.0
2023-01-27,UA,EWR,LAX,1655,1655,-11.0,11,2250,2250,-3.0,0,0,355.0,336.0,2591.0
2023-12-17,AS,SEA,EWR,1535,1535,-17.0,9,1802,1802,-5.0,0,0,147.0,133.0,728.0
2023-11-24,AS,IAH,SEA,2140,2140,1.0,28,402,402,5.0,0,0,382.0,343.0,2781.0
2023-04-10,AS,SFO,JFK,540,540,-6.0,11,644,644,0.0,0,0,64.0,47.0,167.0
2023-08-03,B6,DEN,JFK,1310,1310,-19.0,11,1742,1742,-7.0,0,0,272.0,257.0,1860.0
2023-10-03,F9,SFO,EWR,1425,1425,-7.0,17,1914,1914,-7.0,0,0,289.0,266.0,2015.0
2023-09-30,DL,ORD,MIA,2115,2115,11.0,15,2335,2335,10.0,0,0,140.0,115.0,786.0
2023-06-18,AS,DFW,SEA,1525,1525,-6.0,31,1906,1906,1.0,0,0,221.0,184.0,1430.0
2023-03-11,WN,JFK,SEA,645,645,23.0,19,824,824,13.0,0,0,99.0,70.0,457.0
2023-03-19,F9,SEA,MCO,930,930,-3.0,27,1436,1436,-10.0,0,0,306.0,270.0,2252.0
2023-03-23,DL,MCO,DEN,2005,2005,0.0,22,2300,2300,-2.0,0,0,175.0,146.0,1082.0
2023-07-04,B6,LAX,LAS,1450,1450,33.0,20,2108,2108,37.0,0,0,378.0,349.0,2698.0
2023-04-04,WN,MIA,IAH,720,720,6.0,18,1026,1026,2.0,0,0,186.0,161.0,1193.0
2023-10-11,DL,MIA,SEA,1640,1640,-17.0,29,2138,2138,-9.0,0,0,298.0,264.0,2116.0
2023-09-05,UA,SEA,DFW,2105,2105,17.0,17,142,142,10.0,0,0,277.0,255.0,1796.0
2023-02-06,WN,SFO,CLT,1225,1225,8.0,10,1559,1559,3.0,0,0,214.0,197.0,1319.0
2023-12-07,DL,PHX,LAS,1640,1640,10.0,10,1938,1938,,0,0,178.0,163.0,1041.0
2023-10-13,AA,EWR,DEN,2010,2010,-3.0,21,2236,2236,-10.0,0,0,146.0,115.0,898.0
2023-02-07,NK,ATL,ORD,1905,1905,28.0,24,2329,2329,27.0,0,0,264.0,230.0,1697.0
2023-12-17,AA,SEA,MCO,1530,1530,-14.0,31,1752,1752,-6.0,0,0,142.0,106.0,773.0
2023-05-30,AS,IAH,MCO,2220,2220,-4.0,23,119,119,3.0,0,0,179.0,148.0,1067.0
2023-10-29,WN,LAS,ATL,945,945,26.0,26,1555,1555,29.0,0,0,370.0,340.0,2667.0
2023-05-20,AS,MIA,MCO,1900,1900,50.0,17,2228,2228,56.0,0,0,208.0,185.0,1310.0
2023-12-06,AA,DEN,SEA,1815,1815,7.0,13,1923,1923,12.0,0,0,68.0,46.0,166.0
2023-11-24,DL,DEN,JFK,840,840,48.0,19,1024,1024,48.0,0,0,104.0,76.0,659.0
2023-08-21,WN,ORD,DFW,755,755,-12.0,22,1215,1215,3.0,0,0,260.0,230.0,1778.0
2023-07-27,UA,EWR,ATL,1935,1935,-5.0,18,54,54,5.0,0,0,319.0,293.0,2346.0
2023-10-28,DL,LAX,JFK,805,805,-8.0,26,1001,1001,-1.0,0,0,116.0,79.0,765.0
2023-01-04,WN,JFK,DEN,645,645,4.0,27,1049,1049,-3.0,0,0,244.0,210.0,1441.0
2023-01-25,UA,DFW,SEA,730,730,13.0,23,1025,1025,8.0,0,0,175.0,142.0,993.0
2023-09-27,NK,ATL,LAX,755,755,-1.0,30,1155,1155,-11.0,0,0,240.0,199.0,1465.0
2023-02-02,WN,CLT,PHX,1215,1215,-12.0,33,1827,1827,-4.0,0,0,372.0,328.0,2617.0
2023-06-22,DL,DFW,PHX,1910,1910,-16.0,27,2019,2019,-8.0,0,0,69.0,33.0,239.0
2023-05-28,AA,IAH,EWR,1100,1100,4.0,17,1439,1439,4.0,0,0,219.0,193.0,1590.0
2023-08-02,DL,MIA,IAH,820,820,-3.0,26,1202,1202,,0,0,222.0,185.0,1526.0
2023-01-02,AS,MCO,SEA,1010,1010,9.0,28,1547,1547,6.0,0,0,337.0,304.0,2377.0
2023-02-10,DL,MCO,LAS,1455,1455,-2.0,9,2027,2027,-4.0,0,0,332.0,314.0,2310.0
2023-06-15,AA,DEN,ORD,1130,1130,89.0,27,1355,1355,90.0,0,0,145.0,109.0,894.0
2023-02-04,B6,EWR,IAH,2020,2020,24.0,17,53,53,17.0,0,0,273.0,247.0,1815.0
2023-02-24,DL,DEN,ATL,1805,1805,30.0,9,1922,1922,5.0,0,0,77.0,63.0,250.0
2023-01-06,WN,LAX,SFO,935,935,-37.0,21,1146,1146,-15.0,0,0,131.0,100.0,670.0
2023-09-21,WN,ORD,CLT,810,810,-16.0,34,1423,1423,-16.0,0,0,373.0,334.0,2628.0
2023-06-15,AA,DFW,IAH,2200,2200,-7.0,30,0,0,1.0,0,0,120.0,85.0,780.0
2023-07-04,B6,MCO,JFK,945,945,13.0,26,1439,1439,12.0,0,0,294.0,261.0,2061.0
2023-06-12,WN,DEN,EWR,2110,2110,-2.0,30,2345,2345,2.0,0,0,155.0,117.0,925.0
2023-08-26,UA,CLT,EWR,2045,2045,39.0,8,2302,2302,14.0,0,0,137.0,125.0,729.0
2023-01-07,B6,LAX,JFK,1140,1140,-5.0,33,1522,1522,-4.0,0,0,222.0,184.0,1384.0
2023-11-05,AA,ORD,SFO,640,640,-3.0,11,1312,1312,-5.0,0,0,392.0,370.0,2711.0
2023-12-26,WN,CLT,SFO,1835,1835,13.0,26,22,22,15.0,0,0,347.0,317.0,2623.0
2023-12-24,UA,ATL,SFO,1140,1140,-1.0,27,1316,1316,,0,0,96.0,65.0,248.0
2023-02-05,NK,MCO,SFO,2010,2010,-20.0,20,2121,2121,-6.0,0,0,71.0,45.0,187.0
2023-10-30,NK,EWR,IAH,1550,1550,9.0,26,1650,1650,9.0,0,0,60.0,24.0,171.0
2023-07-16,AA,JFK,MCO,825,825,10.0,20,1339,1339,11.0,0,0,314.0,286.0,2394.0
2023-03-10,DL,LAX,ORD,2025,2025,-9.0,29,229,229,-13.0,0,0,364.0,325.0,2634.0
2023-04-28,AS,SEA,DEN,1925,1925,-8.0,27,2313,2313,-9.0,0,0,228.0,191.0,1503.0
2023-12-10,DL,DFW,LAS,1135,1135,-40.0,16,1717,1717,-21.0,0,0,342.0,318.0,2443.0
2023-12-29,WN,LAS,MCO,640,640,15.0,32,1234,1234,12.0,0,0,354.0,316.0,2560.0
2023-04-13,AA,IAH,MIA,1645,1645,-14.0,30,1746,1746,-4.0,0,0,61.0,27.0,169.0
2023-10-15,WN,ATL,DFW,2150,2150,9.0,27,304,304,16.0,0,0,314.0,282.0,2358.0
2023-04-29,DL,MIA,ATL,1915,1915,-2.0,18,16,16,7.0,0,0,301.0,279.0,2145.0
2023-04-15,B6,MIA,DEN,2200,2200,-1.0,26,2302,2302,-12.0,0,0,62.0,31.0,204.0
2023-12-10,F9,DEN,PHX,725,725,58.0,24,1152,1152,65.0,0,0,267.0,234.0,1821.0
2023-03-13,AS,JFK,DEN,2000,2000,-17.0,20,2128,2128,-7.0,0,0,88.0,57.0,591.0
2023-05-13,UA,DEN,IAH,1935,1935,-6.0,28,2150,2150,-5.0,0,0,135.0,100.0,835.0
2023-07-30,AA,JFK,PHX,1950,1950,29.0,15,201,201,39.0,0,0,371.0,351.0,2665.0
2023-07-22,WN,MCO,ORD,625,625,-13.0,9,941,941,-14.0,0,0,196.0,179.0,1208.0
2023-06-13,WN,DFW,ORD,1730,1730,-18.0,20,2035,2035,1.0,0,0,185.0,157.0,1084.0
2023-05-16,F9,ATL,CLT,1225,1225,130.0,16,1654,1654,138.0,0,0,269.0,249.0,1687.0
2023-09-27,UA,JFK,EWR,2100,2100,13.0,17,132,132,12.0,0,0,272.0,244.0,1912.0
2023-03-04,B6,SEA,LAX,2025,2025,11.0,23,2154,2154,5.0,0,0,89.0,61.0,403.0
2023-07-18,UA,PHX,DEN,915,915,10.0,15,1226,1226,2.0,0,0,191.0,172.0,1008.0
2023-05-22,AS,LAS,JFK,705,705,-8.0,32,930,930,2.0,0,0,145.0,106.0,757.0
2023-01-19,AS,JFK,SEA,845,845,-12.0,31,1324,1324,-13.0,0,0,279.0,237.0,1916.0
2023-05-24,DL,PHX,SFO,640,640,-14.0,11,1143,1143,5.0,0,0,303.0,287.0,2154.0
2023-03-24,AS,LAX,SEA,2020,2020,-1.0,15,17,17,8.0,0,0,237.0,214.0,1572.0
2023-10-18,WN,SFO,SEA,2020,2020,6.0,8,2328,2328,3.0,0,0,188.0,173.0,1222.0
2023-11-26,UA,MCO,ORD,1310,1310,9.0,8,1530,1530,19.0,0,0,140.0,124.0,737.0
2023-07-06,AA,SFO,DFW,1910,1910,10.0,31,2005,2005,20.0,0,0,55.0,19.0,163.0
2023-02-11,AS,ORD,DFW,1125,1125,-19.0,9,1412,1412,-5.0,0,0,167.0,153.0,1116.0
2023-09-25,B6,MIA,ATL,1955,1955,19.0,24,2311,2311,11.0,0,0,196.0,161.0,1200.0
2023-04-01,DL,EWR,CLT,1635,1635,11.0,8,2258,2258,22.0,0,0,383.0,366.0,2776.0
2023-08-05,AS,MCO,LAX,1930,1930,12.0,18,2038,2038,11.0,0,0,68.0,44.0,211.0
2023-07-10,WN,ORD,PHX,1825,1825,18.0,23,2203,2203,30.0,0,0,218.0,191.0,1419.0
2023-07-30,AA,DEN,CLT,920,920,-14.0,27,1259,1259,-8.0,0,0,219.0,182.0,1367.0
2023-11-15,DL,SFO,PHX,945,945,12.0,17,1434,1434,11.0,0,0,289.0,266.0,1989.0
2023-01-10,WN,CLT,ATL,2035,2035,21.0,19,2212,2212,25.0,0,0,97.0,73.0,405.0
2023-05-19,UA,ORD,SEA,2105,2105,-7.0,30,57,57,-4.0,0,0,232.0,192.0,1602.0
2023-02-04,DL,EWR,JFK,1045,1045,1.0,12,1333,1333,-1.0,0,0,168.0,151.0,799.0
2023-01-14,NK,SEA,ATL,1010,1010,11.0,28,1534,1534,0.0,0,0,324.0,289.0,2335.0
2023-10-28,DL,EWR,IAH,1740,1740,-3.0,10,2143,2143,9.0,0,0,243.0,224.0,1705.0
2023-05-26,B6,MCO,DFW,715,715,5.0,22,1226,1226,0.0,0,0,311.0,279.0,2255.0
2023-06-10,AA,PHX,ATL,1635,1635,-32.0,11,2206,2206,-20.0,0,0,331.0,311.0,2408.0
2023-02-15,NK,MIA,LAX,2115,2115,91.0,9,2330,2330,85.0,0,0,135.0,122.0,814.0
2023-09-21,DL,LAS,ORD,640,640,-7.0,15,1218,1218,3.0,0,0,338.0,313.0,2368.0
2023-10-08,UA,LAS,MCO,1120,1120,21.0,31,1659,1659,27.0,0,0,339.0,297.0,2422.0
2023-02-09,AA,ORD,DFW,1055,1055,12.0,18,1328,1328,12.0,0,0,153.0,125.0,902.0
2023-05-04,AA,SFO,LAX,945,945,-14.0,9,1113,1113,-16.0,0,0,88.0,74.0,464.0
2023-07-07,DL,DEN,CLT,1020,1020,-10.0,23,1217,1217,2.0,0,0,117.0,86.0,540.0
2023-10-03,DL,ORD,LAX,1455,1455,8.0,10,1926,1926,17.0,0,0,271.0,251.0,1724.0
2023-11-25,WN,JFK,SEA,1620,1620,-10.0,24,1832,1832,-5.0,0,0,132.0,97.0,623.0
2023-03-02,WN,ATL,DEN,715,715,7.0,23,1301,1301,5.0,0,0,346.0,316.0,2418.0
2023-11-08,DL,ORD,LAS,1045,1045,-3.0,18,1656,1656,-6.0,0,0,371.0,343.0,2702.0
2023-02-13,WN,EWR,CLT,645,645,66.0,11,948,948,74.0,0,0,183.0,163.0,1072.0
2023-04-28,DL,CLT,ORD,845,845,4.0,17,1359,1359,-1.0,0,0,314.0,293.0,2124.0
2023-12-28,UA,MIA,ATL,1010,1010,-3.0,15,1203,1203,-7.0,0,0,113.0,87.0,802.0
2023-03-23,WN,MIA,DFW,710,710,8.0,30,920,920,2.0,0,0,130.0,92.0,758.0
2023-11-23,F9,LAS,DFW,605,605,4.0,28,731,731,-0.0,0,0,86.0,49.0,208.0
2023-03-12,AA,ORD,JFK,1050,1050,7.0,34,1658,1658,10.0,0,0,368.0,326.0,2636.0
2023-10-04,DL,PHX,JFK,705,705,-14.0,34,949,949,-15.0,0,0,164.0,120.0,959.0
2023-10-17,WN,SEA,IAH,1720,1720,-1.0,24,2247,2247,2.0,0,0,327.0,295.0,2324.0
2023-04-30,B6,ATL,JFK,1445,1445,0.0,25,2110,2110,4.0,0,0,385.0,352.0,2745.0
2023-06-14,UA,LAX,EWR,1555,1555,11.0,31,1905,1905,15.0,0,0,190.0,153.0,979.0
2023-01-16,AS,MCO,SEA,1115,1115,-1.0,20,1724,1724,2.0,0,0,369.0,338.0,2707.0
2023-03-30,AA,LAX,LAS,2010,2010,-4.0,14,2341,2341,3.0,0,0,211.0,189.0,1338.0
2023-08-13,B6,DEN,CLT,1010,1010,-23.0,12,1404,1404,-4.0,0,0,234.0,212.0,1583.0
2023-04-05,AA,EWR,DEN,1610,1610,17.0,22,1803,1803,12.0,0,0,113.0,85.0,620.0
2023-06-29,AA,MCO,SEA,1515,1515,-9.0,13,2026,2026,-9.0,0,0,311.0,290.0,2346.0
2023-08-13,AS,DEN,IAH,1615,1615,-7.0,13,2028,2028,5.0,0,0,253.0,233.0,1673.0
2023-10-24,AA,SFO,CLT,2155,2155,21.0,30,115,115,18.0,0,0,200.0,165.0,1341.0
2023-02-27,WN,CLT,DEN,1450,1450,-11.0,14,1735,1735,-10.0,0,0,165.0,147.0,1025.0
2023-03-24,WN,PHX,ORD,2255,2255,3.0,34,413,413,15.0,0,0,318.0,280.0,2198.0
2023-09-21,AA,LAX,PHX,2250,2250,15.0,10,156,156,18.0,0,0,186.0,166.0,1113.0
2023-02-13,B6,ATL,LAS,2025,2025,6.0,18,159,159,,0,0,334.0,307.0,2314.0
2023-04-07,AA,IAH,DFW,1110,1110,-0.0,13,1722,1722,1.0,0,0,372.0,348.0,2679.0
2023-05-04,AA,SFO,LAS,1615,1615,22.0,29,2110,2110,19.0,0,0,295.0,257.0,2044.0
2023-05-14,AA,DEN,SEA,2015,2015,-9.0,12,2136,2136,-5.0,0,0,81.0,65.0,244.0
2023-02-27,AS,MIA,LAS,810,810,4.0,14,1244,1244,4.0,0,0,274.0,249.0,1960.0
2023-04-28,UA,ORD,JFK,1105,1105,9.0,12,1418,1418,7.0,0,0,193.0,172.0,1262.0
2023-03-09,NK,MCO,EWR,1635,1635,-7.0,31,2044,2044,-5.0,0,0,249.0,207.0,1660.0
2023-02-21,NK,PHX,CLT,1550,1550,12.0,16,1656,1656,17.0,0,0,66.0,45.0,156.0
2023-04-30,WN,DEN,DFW,615,615,90.0,25,936,936,100.0,0,0,201.0,165.0,1225.0
2023-06-10,AS,EWR,CLT,605,605,-1.0,19,1243,1243,,0,0,398.0,374.0,2701.0
2023-05-17,UA,JFK,ORD,1330,1330,7.0,16,1616,1616,3.0,0,0,166.0,140.0,1062.0
2023-08-06,DL,DFW,DEN,2030,2030,6.0,28,2222,2222,14.0,0,0,112.0,80.0,581.0
2023-11-10,AA,ORD,DFW,915,915,9.0,21,1051,1051,6.0,0,0,96.0,70.0,440.0
2023-08-21,AS,MIA,MCO,2025,2025,26.0,24,45,45,40.0,0,0,260.0,225.0,1763.0
2023-03-02,WN,MCO,IAH,1255,1255,-23.0,26,1540,1540,-12.0,0,0,165.0,133.0,1086.0
2023-09-15,DL,JFK,ATL,1155,1155,1.0,26,1817,1817,7.0,0,0,382.0,350.0,2728.0
2023-01-26,UA,JFK,SEA,1545,1545,-2.0,18,2045,2045,-3.0,0,0,300.0,277.0,2067.0
2023-02-04,AA,DEN,SEA,1905,1905,3.0,13,1,1,2.0,0,0,296.0,277.0,2107.0
2023-08-01,DL,MCO,DFW,2155,2155,-1.0,19,252,252,8.0,0,0,297.0,273.0,2138.0
2023-04-14,AA,SEA,EWR,1205,1205,-15.0,22,1445,1445,-6.0,0,0,160.0,132.0,936.0
2023-03-16,AA,PHX,CLT,2130,2130,9.0,13,308,308,8.0,0,0,338.0,320.0,2517.0
2023-04-16,WN,ORD,DFW,910,910,45.0,24,1155,1155,42.0,0,0,165.0,132.0,1124.0
2023-11-26,AS,JFK,DEN,1225,1225,-16.0,23,1827,1827,-14.0,0,0,362.0,329.0,2612.0
2023-10-15,AA,MIA,MCO,1905,1905,-26.0,26,20,20,-9.0,0,0,315.0,279.0,2161.0
2023-05-30,AA,ORD,MCO,2245,2245,-13.0,15,516,516,-6.0,0,0,391.0,370.0,2682.0
2023-11-21,AA,DFW,LAS,2225,2225,-17.0,34,46,46,-4.0,0,0,141.0,102.0,694.0
2023-02-08,F9,EWR,IAH,1205,1205,5.0,34,1506,1506,7.0,0,0,181.0,139.0,1215.0
2023-09-30,UA,IAH,DEN,2225,2225,5.0,13,106,106,20.0,0,0,161.0,139.0,910.0
2023-11-16,AA,LAS,SFO,840,840,11.0,27,1416,1416,13.0,0,0,336.0,305.0,2232.0
2023-12-31,AS,PHX,CLT,845,845,-18.0,32,1155,1155,-19.0,0,0,190.0,154.0,1088.0
2023-10-12,WN,DFW,PHX,1330,1330,2.0,20,1449,1449,1.0,0,0,79.0,54.0,348.0
2023-08-09,UA,JFK,SFO,540,540,15.0,27,807,807,3.0,0,0,147.0,110.0,880.0
2023-09-04,F9,CLT,DFW,1910,1910,-4.0,12,18,18,8.0,0,0,308.0,286.0,2149.0
2023-01-26,DL,MIA,MCO,505,505,-46.0,16,750,750,-22.0,0,0,165.0,145.0,1008.0
2023-12-18,DL,JFK,PHX,800,800,15.0,9,1323,1323,10.0,0,0,323.0,303.0,2360.0
2023-01-19,WN,ATL,MIA,730,730,-17.0,9,955,955,-7.0,0,0,145.0,132.0,730.0
2023-04-07,AA,DFW,DEN,1910,1910,8.0,16,2250,2250,-2.0,0,0,220.0,196.0,1344.0
2023-05-30,NK,SEA,LAX,900,900,-0.0,15,1043,1043,-1.0,0,0,103.0,82.0,518.0
2023-05-06,WN,MCO,PHX,2115,2115,-5.0,20,2257,2257,-7.0,0,0,102.0,76.0,450.0
2023-01-26,UA,DFW,MIA,1220,1220,-32.0,26,1851,1851,-28.0,0,0,391.0,360.0,2790.0
2023-06-01,DL,CLT,IAH,1720,1720,-10.0,31,2033,2033,-13.0,0,0,193.0,152.0,1310.0
2023-08-26,AA,DFW,MIA,2155,2155,16.0,28,435,435,17.0,0,0,400.0,361.0,2751.0
2023-05-02,DL,ORD,SEA,2230,2230,-5.0,32,341,341,4.0,0,0,311.0,274.0,2016.0
2023-11-27,AA,MIA,SFO,845,845,12.0,13,1223,1223,5.0,0,0,218.0,194.0,1248.0
2023-10-24,WN,ATL,EWR,1335,1335,-7.0,15,1654,1654,0.0,0,0,199.0,174.0,1211.0
2023-12-01,WN,LAX,SFO,1345,1345,2.0,14,2001,2001,2.0,0,0,376.0,355.0,2691.0
2023-11-14,NK,LAX,ORD,1040,1040,-14.0,12,1128,1128,1.0,0,0,48.0,25.0,180.0
2023-01-08,WN,JFK,MCO,600,600,42.0,20,721,721,53.0,0,0,81.0,57.0,
2023-11-27,AA,EWR,IAH,555,555,-3.0,8,958,958,-13.0,0,0,243.0,227.0,1590.0
2023-04-26,DL,JFK,DFW,2130,2130,-8.0,18,2258,2258,5.0,0,0,88.0,64.0,492.0
